Age,Attrition,BusinessTravel,Department,DistanceFromHome,Gender,JobLevel,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
47,No,Travel_Frequently,Sales,3,Female,4,3,13770,9,12,3,4,2,2,22,2,11,13
30,No,Travel_Rarely,Sales,27,Male,2,4,5304,7,23,4,4,2,2,8,7,7,7
29,No,Travel_Rarely,Sales,10,Male,1,3,2642,1,11,3,3,6,3,1,0,0,0
42,Yes,Travel_Frequently,Research & Development,19,Male,1,3,2759,6,12,3,4,2,3,2,2,2,2
43,No,Travel_Frequently,Sales,15,Male,2,4,6804,3,18,3,3,5,3,2,2,2,2
34,No,Travel_Rarely,Research & Development,8,Female,2,3,6142,3,11,3,4,2,3,5,1,4,3
23,No,Travel_Rarely,Research & Development,9,Male,1,1,2500,1,14,3,4,2,4,4,3,0,2
39,No,Travel_Rarely,Human Resources,3,Female,2,2,6389,9,15,3,3,3,1,8,3,3,6
56,No,Travel_Rarely,Research & Development,9,Male,4,4,11103,7,11,3,3,1,2,10,7,1,1
40,No,Travel_Rarely,Research & Development,2,Female,1,4,2342,0,20,4,4,2,2,4,2,2,3
27,No,Travel_Rarely,Research & Development,7,Female,2,1,6811,8,19,3,1,2,1,7,6,0,7
29,No,Travel_Rarely,Sales,10,Male,1,2,2297,1,14,3,4,2,3,2,2,2,2
53,No,Travel_Rarely,Research & Development,6,Male,2,4,2450,2,17,3,4,4,3,2,2,2,2
35,No,Non-Travel,Research & Development,2,Female,2,1,5093,2,11,3,1,2,4,1,0,0,0
32,No,Travel_Frequently,Research & Development,24,Male,2,4,5309,1,15,3,4,2,3,10,8,4,7
38,No,Travel_Rarely,Research & Development,2,Male,1,3,3057,6,13,3,2,0,1,1,0,0,1
34,No,Travel_Rarely,Research & Development,8,Female,2,1,5121,3,14,3,3,3,3,0,0,0,0
52,No,Travel_Rarely,Sales,3,Male,4,1,16856,1,11,3,1,3,4,34,6,1,16
33,Yes,Travel_Rarely,Research & Development,1,Male,1,4,2686,1,13,3,3,2,2,10,9,7,8
25,No,Travel_Rarely,Sales,26,Female,2,4,6180,1,23,4,2,5,2,6,5,1,4
45,No,Travel_Rarely,Sales,2,Male,2,3,6632,0,13,3,1,3,3,8,7,3,1
23,No,Travel_Rarely,Research & Development,10,Male,1,3,3505,1,18,3,4,3,3,2,2,0,2
47,Yes,Travel_Frequently,Sales,27,Female,2,3,6397,4,12,3,4,2,3,5,4,1,3
34,No,Travel_Rarely,Sales,2,Male,2,4,6274,1,22,4,3,5,3,6,5,1,4
55,Yes,Travel_Rarely,Research & Development,2,Male,5,1,19859,5,13,3,4,2,3,5,2,1,4
36,No,Non-Travel,Sales,8,Male,3,1,7587,1,15,3,2,1,3,10,7,0,9
52,No,Non-Travel,Research & Development,19,Male,1,4,4258,0,18,3,1,3,3,4,3,1,2
26,No,Travel_Frequently,Research & Development,1,Female,1,4,4364,3,14,3,1,2,3,2,2,2,0
29,No,Travel_Rarely,Research & Development,27,Female,2,3,4335,4,12,3,1,3,2,8,7,1,1
26,Yes,Travel_Rarely,Sales,8,Male,2,1,5326,6,17,3,3,2,2,4,3,1,2
34,No,Travel_Rarely,Research & Development,1,Female,1,4,3280,2,16,3,3,2,3,4,2,1,3
54,No,Travel_Rarely,Research & Development,19,Female,2,1,5485,9,11,3,2,4,3,5,3,1,4
27,No,Travel_Frequently,Sales,8,Male,2,4,4342,0,19,3,2,3,3,4,2,1,1
37,No,Travel_Rarely,Research & Development,10,Female,1,1,2782,0,13,3,2,3,2,5,3,4,3
38,No,Travel_Frequently,Research & Development,2,Female,2,1,5980,6,12,3,4,2,3,15,7,4,12
34,No,Travel_Rarely,Research & Development,2,Female,1,1,4381,1,11,3,3,3,3,6,5,1,3
35,No,Travel_Rarely,Sales,8,Female,1,4,2572,1,16,3,2,1,2,3,2,0,2
30,No,Travel_Rarely,Research & Development,1,Male,1,3,3833,3,21,4,3,2,3,2,2,0,2
40,No,Travel_Frequently,Research & Development,2,Female,2,2,4244,1,24,4,4,2,3,8,7,3,7
34,No,Travel_Rarely,Sales,8,Female,2,1,6500,5,17,3,2,1,3,3,2,1,2
42,No,Travel_Frequently,Research & Development,8,Male,5,4,18430,1,13,3,2,4,2,24,7,14,9
23,Yes,Travel_Rarely,Research & Development,6,Male,1,1,1601,1,21,4,3,2,3,0,0,0,0
24,No,Non-Travel,Research & Development,9,Male,1,2,2694,1,11,3,3,4,3,1,0,0,0
52,No,Travel_Rarely,Research & Development,11,Female,2,3,3149,8,20,4,2,3,3,5,2,1,4
50,No,Travel_Rarely,Research & Development,2,Male,4,3,17639,5,16,3,4,3,3,4,3,0,3
29,Yes,Travel_Rarely,Research & Development,1,Female,1,1,2319,1,11,3,4,1,3,1,0,0,0
33,No,Travel_Rarely,Research & Development,7,Male,3,3,11691,0,11,3,4,3,4,13,9,3,7
33,Yes,Travel_Rarely,Sales,16,Female,2,1,5324,5,15,3,3,3,3,3,2,0,2
47,No,Travel_Rarely,Research & Development,2,Female,4,4,16752,1,11,3,3,3,2,26,14,3,0
36,No,Travel_Rarely,Research & Development,1,Female,2,2,5228,0,15,3,1,2,3,9,7,0,5
29,No,Travel_Rarely,Research & Development,23,Male,1,3,2700,1,24,4,3,3,3,10,7,0,7
58,Yes,Travel_Rarely,Research & Development,2,Male,5,2,19246,7,12,3,4,2,3,31,15,13,8
35,No,Travel_Rarely,Research & Development,1,Female,1,3,2506,3,13,3,3,0,3,2,2,2,2
42,No,Travel_Rarely,Research & Development,1,Female,2,4,6062,9,13,3,4,4,3,4,3,0,2
28,Yes,Travel_Rarely,Research & Development,2,Male,1,3,4382,6,17,3,4,3,2,2,2,2,1
36,No,Travel_Rarely,Human Resources,13,Male,1,2,2143,4,13,3,2,2,3,5,2,0,4
32,No,Travel_Rarely,Research & Development,4,Female,2,3,6162,1,12,3,3,3,3,14,13,6,8
40,No,Travel_Frequently,Research & Development,16,Male,2,3,5094,6,14,3,4,6,3,1,0,0,0
30,No,Travel_Rarely,Research & Development,2,Female,2,4,6877,5,24,4,2,4,2,0,0,0,0
45,No,Travel_Rarely,Research & Development,2,Female,1,3,2274,1,14,3,4,3,3,1,0,0,0
42,No,Travel_Rarely,Research & Development,29,Male,2,2,4434,1,13,3,4,3,2,9,8,7,8
38,No,Travel_Frequently,Research & Development,12,Male,2,1,6288,2,15,3,3,3,2,4,3,1,2
34,No,Travel_Frequently,Research & Development,16,Female,1,4,2553,1,16,3,3,3,3,5,2,1,3
49,Yes,Travel_Rarely,Sales,11,Female,3,4,7654,1,18,3,1,3,4,9,8,7,7
55,Yes,Travel_Rarely,Sales,2,Male,2,4,5160,4,16,3,3,3,2,9,7,7,3
43,No,Travel_Rarely,Research & Development,14,Male,4,1,17159,6,24,4,3,3,3,4,1,1,0
27,No,Travel_Rarely,Research & Development,5,Male,3,4,12808,1,16,3,2,3,3,9,8,0,8
35,No,Travel_Rarely,Research & Development,7,Male,3,3,10221,3,21,4,2,3,4,8,5,1,6
28,No,Travel_Rarely,Sales,2,Female,2,2,4779,1,20,4,1,2,3,8,7,7,5
34,No,Travel_Rarely,Human Resources,3,Male,1,4,3737,0,19,3,3,1,1,3,2,0,2
26,Yes,Travel_Frequently,Research & Development,5,Female,1,3,2366,1,14,3,1,2,3,8,7,1,7
27,No,Non-Travel,Research & Development,3,Male,1,4,1706,1,11,3,3,6,2,0,0,0,0
51,No,Travel_Rarely,Sales,26,Female,4,3,16307,2,14,3,3,2,2,20,6,4,17
44,No,Travel_Rarely,Research & Development,4,Male,2,2,5933,9,12,3,4,2,2,5,2,2,3
25,No,Travel_Rarely,Research & Development,2,Male,1,1,3424,7,13,3,3,3,2,4,3,0,1
33,No,Travel_Rarely,Sales,1,Male,2,1,4037,1,22,4,1,5,3,9,8,0,8
35,No,Travel_Rarely,Research & Development,27,Female,1,1,2559,1,11,3,4,3,2,6,5,1,1
36,No,Travel_Rarely,Sales,1,Male,2,4,6201,1,14,3,4,1,2,18,14,4,11
32,No,Travel_Rarely,Sales,13,Male,2,4,4403,2,11,3,3,3,2,5,2,0,3
30,No,Travel_Frequently,Research & Development,5,Male,1,4,3761,9,12,3,2,3,2,5,4,0,3
53,No,Travel_Rarely,Sales,7,Female,3,4,10934,7,18,3,4,3,3,5,2,0,4
45,No,Travel_Rarely,Sales,9,Male,3,1,10761,4,12,3,3,2,3,5,4,0,2
32,No,Travel_Rarely,Research & Development,8,Female,2,3,5175,5,12,3,3,3,2,5,3,1,3
52,No,Travel_Frequently,Research & Development,25,Female,4,4,13826,3,22,4,3,3,3,9,8,0,0
37,No,Travel_Rarely,Sales,16,Male,2,3,6334,4,19,3,4,2,3,1,0,0,0
28,No,Travel_Rarely,Human Resources,8,Male,1,4,4936,1,13,3,4,6,3,5,1,0,4
22,No,Travel_Rarely,Research & Development,1,Male,2,4,4775,6,22,4,1,2,1,2,2,2,2
44,No,Travel_Rarely,Research & Development,8,Male,1,4,2818,2,24,4,3,2,2,3,2,0,2
42,No,Travel_Frequently,Research & Development,2,Male,1,4,2515,5,14,3,4,2,3,2,1,2,2
36,No,Travel_Rarely,Human Resources,8,Male,1,1,2342,0,21,4,3,3,3,5,4,0,3
25,No,Travel_Rarely,Sales,3,Male,2,1,4194,1,18,3,4,3,3,5,3,0,3
35,No,Travel_Rarely,Research & Development,9,Female,3,3,10685,1,20,4,2,2,3,17,14,5,15
35,Yes,Travel_Frequently,Research & Development,25,Female,1,2,2022,1,19,3,1,3,2,10,2,7,8
32,No,Non-Travel,Research & Development,1,Male,1,4,2314,0,12,3,2,2,3,3,0,0,2
25,No,Travel_Rarely,Sales,4,Male,2,1,4256,1,12,3,1,1,4,5,2,0,3
49,No,Travel_Rarely,Research & Development,1,Female,1,1,3580,2,16,3,2,2,3,4,2,0,2
24,No,Non-Travel,Research & Development,4,Male,1,4,3162,0,17,3,4,2,2,5,2,3,4
32,No,Travel_Frequently,Sales,5,Male,2,2,6524,1,14,3,4,3,3,10,8,5,3
38,No,Travel_Rarely,Sales,9,Male,1,2,2899,0,19,3,4,3,3,2,2,1,2
42,No,Travel_Rarely,Research & Development,3,Female,2,4,5231,2,13,3,2,1,2,5,3,1,3
31,No,Travel_Rarely,Research & Development,11,Male,1,4,2356,3,19,3,2,2,3,6,4,0,2
29,Yes,Travel_Rarely,Sales,1,Female,1,3,2800,6,19,3,3,3,3,3,2,0,2
53,No,Travel_Rarely,Sales,8,Male,4,4,11836,5,14,3,3,3,3,2,0,2,2
35,No,Travel_Rarely,Research & Development,25,Male,3,2,10903,3,16,3,1,2,3,13,10,4,8
37,No,Travel_Frequently,Sales,21,Female,1,4,2973,5,15,3,2,3,3,5,4,0,0
53,No,Travel_Rarely,Research & Development,23,Female,4,4,14275,6,18,3,3,0,3,12,9,3,8
43,No,Travel_Frequently,Research & Development,1,Female,2,4,5562,4,13,3,2,2,2,5,2,2,2
47,No,Travel_Rarely,Sales,2,Female,2,4,4537,0,22,4,1,2,3,7,6,7,7
37,No,Non-Travel,Sales,19,Male,3,2,7642,1,13,3,4,2,3,10,0,0,9
50,No,Non-Travel,Research & Development,2,Male,4,1,17924,1,11,3,4,3,3,31,6,14,7
39,No,Travel_Rarely,Human Resources,2,Female,2,4,5204,8,11,3,3,2,3,5,4,0,4
33,No,Travel_Rarely,Human Resources,3,Male,1,2,2277,3,11,3,3,4,4,4,3,0,3
32,Yes,Travel_Rarely,Research & Development,25,Male,1,4,2795,1,24,4,3,2,1,1,0,0,1
29,No,Travel_Rarely,Research & Development,7,Female,1,4,2532,6,14,3,3,5,3,4,3,0,3
44,No,Travel_Rarely,Research & Development,9,Male,1,1,2559,1,13,3,4,0,3,8,7,7,1
28,No,Travel_Rarely,Sales,5,Male,2,4,4908,1,14,3,2,3,3,4,2,0,2
58,Yes,Travel_Frequently,Research & Development,2,Male,1,4,2380,9,14,3,4,3,2,1,0,0,0
43,No,Travel_Rarely,Research & Development,8,Female,2,2,4765,4,21,4,3,2,4,1,0,0,0
20,Yes,Travel_Rarely,Sales,2,Female,1,3,2044,1,13,3,4,3,2,2,2,0,2
21,Yes,Travel_Rarely,Research & Development,18,Female,1,4,2693,1,19,3,1,3,2,1,0,0,0
36,No,Travel_Rarely,Research & Development,14,Male,2,4,6586,0,17,3,1,2,2,16,8,4,11
47,No,Travel_Rarely,Sales,2,Female,1,4,3294,1,18,3,1,3,2,3,2,1,2
22,Yes,Travel_Rarely,Research & Development,3,Female,2,3,4171,0,19,3,1,3,4,3,2,0,2
41,Yes,Travel_Rarely,Research & Development,2,Female,1,4,2778,4,13,3,3,1,2,7,7,1,0
28,No,Travel_Rarely,Research & Development,9,Female,1,3,2377,5,18,3,2,2,3,2,2,2,2
39,Yes,Travel_Rarely,Research & Development,6,Male,1,1,2404,7,21,4,4,2,1,2,2,2,2
27,No,Travel_Rarely,Research & Development,4,Female,1,3,2318,1,19,3,3,2,3,1,1,0,0
34,No,Travel_Rarely,Research & Development,10,Male,1,2,2008,1,14,3,2,3,3,1,0,1,0
42,No,Travel_Rarely,Sales,14,Female,2,3,6244,7,17,3,1,6,3,5,4,0,3
33,No,Travel_Rarely,Research & Development,1,Male,1,1,2799,3,11,3,2,1,3,3,2,0,2
58,No,Travel_Rarely,Research & Development,5,Female,3,2,10552,2,13,3,4,3,3,6,0,0,4
31,No,Travel_Rarely,Sales,7,Male,1,3,2329,3,15,3,2,2,4,7,7,5,2
35,No,Travel_Rarely,Research & Development,21,Female,2,4,4014,1,25,4,4,2,1,10,6,0,7
49,No,Travel_Rarely,Research & Development,8,Female,3,2,7403,4,11,3,3,3,2,26,9,1,7
48,No,Travel_Rarely,Research & Development,20,Male,1,3,2259,4,17,3,1,2,2,0,0,0,0
31,No,Non-Travel,Sales,20,Female,2,3,6932,1,13,3,4,2,2,9,8,0,0
36,No,Travel_Rarely,Research & Development,7,Male,1,4,4678,2,18,3,3,6,3,6,2,0,1
38,No,Travel_Rarely,Research & Development,1,Female,3,1,13582,1,13,3,2,3,3,15,12,5,11
32,No,Non-Travel,Research & Development,1,Female,1,2,2332,6,20,4,3,3,3,3,0,0,2
25,Yes,Travel_Rarely,Sales,19,Male,1,2,2413,1,18,3,3,2,3,1,0,0,0
40,No,Travel_Rarely,Sales,10,Male,3,2,9705,2,12,3,2,2,2,1,0,0,0
26,No,Travel_Frequently,Sales,1,Male,2,1,4294,1,12,3,2,2,3,7,7,0,7
41,No,Travel_Rarely,Research & Development,6,Male,1,1,4721,2,13,3,3,3,3,18,13,2,17
36,No,Travel_Rarely,Research & Development,2,Male,1,3,2519,4,21,4,3,6,3,11,8,3,9
19,Yes,Travel_Rarely,Sales,21,Male,1,2,2121,1,13,3,2,3,4,1,0,0,0
20,Yes,Travel_Rarely,Research & Development,4,Male,1,1,2973,1,19,3,2,2,3,1,0,0,0
31,No,Travel_Rarely,Research & Development,12,Female,2,4,5855,0,11,3,3,2,1,9,7,8,5
40,No,Travel_Frequently,Research & Development,9,Male,1,2,3617,8,14,3,4,2,3,1,1,0,0
32,No,Travel_Rarely,Research & Development,3,Female,2,1,6725,1,12,3,3,2,4,8,7,6,3
36,Yes,Travel_Rarely,Sales,3,Male,3,4,10325,1,11,3,1,6,3,16,7,3,7
33,No,Travel_Rarely,Research & Development,1,Female,2,4,6949,0,14,3,1,3,3,5,0,1,4
37,Yes,Travel_Rarely,Sales,1,Male,3,3,10609,5,11,3,3,2,1,14,1,11,7
45,No,Non-Travel,Research & Development,4,Male,2,2,4447,1,12,3,2,5,2,9,7,0,8
29,No,Travel_Frequently,Sales,20,Female,1,4,2157,1,15,3,2,5,3,3,1,0,2
35,No,Travel_Rarely,Sales,18,Female,2,3,4601,1,16,3,2,3,3,5,2,1,0
52,No,Travel_Rarely,Research & Development,1,Male,4,4,17099,2,15,3,2,2,2,9,8,7,8
58,Yes,Travel_Rarely,Research & Development,2,Male,1,3,2479,4,24,4,1,4,3,1,0,0,0
53,No,Travel_Rarely,Sales,2,Male,4,3,14852,6,13,3,3,3,4,17,13,15,2
30,No,Travel_Rarely,Sales,8,Male,3,3,7264,5,11,3,1,2,4,8,4,7,7
38,No,Non-Travel,Sales,10,Female,2,4,5666,1,13,3,2,1,3,5,3,1,3
35,No,Travel_Rarely,Sales,3,Male,3,4,7823,6,13,3,2,2,3,10,9,0,8
39,No,Travel_Rarely,Sales,2,Male,3,3,7880,0,18,3,4,3,3,8,7,0,7
40,Yes,Non-Travel,Sales,24,Female,4,2,13194,4,16,3,4,2,2,1,0,0,0
47,No,Travel_Frequently,Research & Development,16,Male,2,3,5067,1,19,3,3,3,4,19,10,2,7
36,No,Non-Travel,Sales,8,Male,2,4,5079,4,13,3,4,3,3,7,7,0,7
31,Yes,Non-Travel,Research & Development,9,Male,1,1,2321,0,22,4,1,0,3,3,2,1,2
33,No,Non-Travel,Sales,17,Male,4,3,17444,1,11,3,4,2,3,10,8,6,0
29,Yes,Travel_Rarely,Research & Development,10,Female,1,1,2404,6,20,4,3,5,3,0,0,0,0
33,No,Travel_Rarely,Research & Development,13,Female,1,4,3452,3,18,3,1,4,3,3,2,0,2
45,No,Travel_Rarely,Research & Development,1,Female,1,4,2270,3,14,3,4,2,3,5,3,0,2
50,No,Travel_Rarely,Research & Development,1,Male,4,4,17399,9,22,4,3,1,2,5,4,1,3
33,No,Travel_Frequently,Research & Development,1,Female,2,2,5488,1,13,3,1,2,3,6,5,1,2
41,No,Travel_Frequently,Research & Development,9,Male,5,3,19419,2,17,3,2,2,4,18,16,0,11
27,No,Travel_Rarely,Research & Development,16,Female,1,2,2811,9,14,3,2,2,3,2,2,2,2
45,No,Non-Travel,Research & Development,23,Male,2,1,3633,1,15,3,3,2,3,9,8,0,8
47,No,Travel_Rarely,Sales,4,Female,2,4,4163,1,17,3,3,0,3,9,0,0,7
30,Yes,Travel_Rarely,Research & Development,22,Female,1,3,2132,4,11,3,2,2,3,5,2,0,1
50,No,Travel_Rarely,Research & Development,24,Male,4,3,13973,3,18,3,4,2,3,12,11,1,5
38,No,Travel_Frequently,Research & Development,10,Male,1,3,2684,0,17,3,2,0,2,2,1,0,2
46,No,Travel_Rarely,Research & Development,7,Male,3,3,10845,6,13,3,2,3,3,8,7,0,7
24,No,Travel_Rarely,Research & Development,17,Female,2,3,4377,1,15,3,2,6,3,4,2,3,2
35,Yes,Travel_Rarely,Research & Development,14,Male,1,2,3743,1,24,4,4,2,1,4,2,0,2
31,No,Travel_Frequently,Research & Development,1,Female,2,1,4148,1,12,3,3,1,3,4,3,0,3
18,No,Non-Travel,Research & Development,5,Male,1,4,1051,1,15,3,4,2,3,0,0,0,0
54,No,Travel_Rarely,Research & Development,17,Female,3,3,10739,8,11,3,3,2,3,10,7,0,8
35,No,Travel_Rarely,Research & Development,25,Female,3,3,10388,1,11,3,3,3,2,16,10,10,1
30,No,Travel_Rarely,Research & Development,8,Female,3,1,11416,0,12,3,3,4,2,8,7,1,7
20,Yes,Travel_Rarely,Research & Development,11,Female,1,1,2600,1,15,3,1,2,3,1,0,0,0
30,Yes,Travel_Frequently,Research & Development,5,Female,1,2,2422,0,17,3,1,3,3,3,2,1,2
26,No,Travel_Rarely,Research & Development,2,Male,2,4,5472,1,12,3,2,2,3,8,7,1,3
22,No,Travel_Rarely,Research & Development,8,Male,1,1,2451,1,15,3,1,3,2,4,3,1,1
48,No,Travel_Rarely,Research & Development,6,Male,2,3,4240,2,13,3,4,0,3,2,2,2,2
48,No,Travel_Rarely,Research & Development,4,Male,3,3,10999,7,14,3,2,3,3,15,11,4,8
41,No,Travel_Rarely,Research & Development,7,Female,2,3,5003,6,14,3,2,6,3,2,2,2,1
39,No,Travel_Rarely,Research & Development,1,Female,4,4,12742,1,16,3,3,3,3,21,6,11,8
27,No,Travel_Rarely,Research & Development,2,Female,2,4,4227,0,18,3,2,2,3,3,2,2,2
35,No,Travel_Rarely,Research & Development,10,Male,1,4,3917,1,20,4,1,4,2,3,2,1,2
42,No,Travel_Rarely,Sales,5,Male,5,3,18303,6,13,3,2,3,4,1,0,0,0
50,No,Travel_Rarely,Research & Development,9,Male,1,4,2380,4,18,3,2,5,3,1,0,0,0
59,No,Travel_Rarely,Research & Development,2,Female,4,4,13726,3,13,3,1,4,3,5,3,4,3
37,Yes,Travel_Rarely,Research & Development,11,Female,2,2,4777,5,15,3,1,2,1,1,0,0,0
55,No,Travel_Frequently,Research & Development,18,Male,2,2,6385,3,14,3,4,3,3,8,7,6,7
41,No,Non-Travel,Research & Development,7,Female,5,3,19973,1,22,4,2,3,3,21,16,5,10
38,No,Travel_Rarely,Sales,3,Male,2,4,6861,8,12,3,3,1,3,1,0,0,0
26,Yes,Non-Travel,Sales,29,Male,2,1,4969,8,18,3,4,6,3,2,2,2,2
52,Yes,Travel_Rarely,Sales,2,Female,5,4,19845,1,15,3,4,3,3,32,14,6,9
44,No,Travel_Rarely,Sales,28,Female,4,4,13320,3,18,3,3,2,3,12,11,11,11
50,No,Non-Travel,Sales,1,Female,2,3,6347,0,12,3,1,3,3,18,7,0,13
36,Yes,Travel_Rarely,Research & Development,16,Female,1,1,2743,1,16,3,3,1,3,17,13,15,14
39,No,Travel_Frequently,Research & Development,22,Female,3,1,10880,1,13,3,3,2,3,21,6,2,8
33,No,Non-Travel,Sales,8,Female,1,4,2342,0,19,3,4,2,2,2,2,2,2
45,No,Travel_Rarely,Sales,11,Female,4,4,17650,3,13,3,2,4,4,9,3,1,1
32,No,Non-Travel,Research & Development,29,Female,1,3,4025,9,12,3,2,2,3,8,7,7,7
34,No,Travel_Rarely,Sales,1,Male,2,4,9725,0,11,3,4,2,2,15,1,0,9
59,No,Travel_Rarely,Sales,1,Male,3,4,11904,3,14,3,3,1,1,6,4,0,4
45,No,Travel_Rarely,Human Resources,24,Male,1,2,2177,1,16,3,1,3,3,6,3,0,4
53,No,Travel_Frequently,Sales,2,Female,3,2,7525,2,12,3,1,2,3,15,7,6,12
36,Yes,Travel_Rarely,Research & Development,15,Male,2,3,4834,7,14,3,2,3,2,1,0,0,0
26,Yes,Travel_Frequently,Research & Development,2,Male,1,1,2042,6,14,3,2,2,3,3,2,1,2
34,No,Travel_Rarely,Sales,10,Female,1,3,2220,1,19,3,4,2,3,1,1,0,0
28,No,Travel_Rarely,Sales,10,Male,1,2,1052,1,22,4,2,5,3,1,0,0,0
38,No,Travel_Frequently,Research & Development,3,Male,1,3,2821,3,16,3,1,2,3,2,2,2,2
50,No,Travel_Rarely,Research & Development,2,Male,5,3,19237,2,11,3,4,2,2,8,1,7,7
37,No,Travel_Rarely,Research & Development,3,Female,2,2,4107,3,15,3,1,3,2,4,3,0,1
40,No,Travel_Rarely,Sales,26,Male,2,1,8396,1,14,3,2,3,2,7,7,7,5
26,No,Travel_Frequently,Research & Development,1,Female,1,3,2007,1,13,3,3,5,3,5,3,1,3
46,No,Travel_Rarely,Research & Development,1,Male,5,4,19627,9,17,3,4,0,3,2,2,2,2
54,No,Travel_Rarely,Sales,2,Female,3,3,10686,6,11,3,2,4,3,9,4,7,0
56,No,Travel_Frequently,Research & Development,9,Female,1,3,2942,2,19,3,2,4,3,5,4,0,3
36,No,Travel_Rarely,Research & Development,12,Female,3,4,8858,0,11,3,2,2,2,14,8,7,8
55,No,Non-Travel,Research & Development,2,Male,4,1,16756,7,15,3,2,3,4,9,7,6,2
43,No,Travel_Rarely,Sales,25,Male,3,4,10798,5,13,3,3,5,3,1,0,0,0
20,Yes,Travel_Frequently,Sales,9,Female,1,4,2323,1,14,3,2,3,3,2,2,0,2
21,Yes,Travel_Rarely,Research & Development,10,Female,1,1,1416,1,13,3,1,6,2,1,0,1,0
46,No,Travel_Rarely,Research & Development,8,Female,2,1,4615,8,23,4,1,2,3,16,13,1,7
51,Yes,Travel_Rarely,Research & Development,4,Male,1,3,2461,9,12,3,3,2,4,10,0,2,7
28,Yes,Non-Travel,Research & Development,24,Male,3,1,8722,1,12,3,1,2,2,10,7,1,9
26,No,Travel_Rarely,Research & Development,1,Male,1,1,3955,1,16,3,1,2,3,5,3,1,3
30,No,Travel_Rarely,Research & Development,20,Male,2,1,9957,0,15,3,3,1,2,6,2,0,2
41,No,Travel_Rarely,Research & Development,7,Female,1,3,3376,1,13,3,3,3,3,10,6,0,8
38,No,Travel_Rarely,Research & Development,17,Female,3,3,8823,0,18,3,1,4,2,19,9,1,9
40,No,Travel_Rarely,Research & Development,20,Male,3,4,10322,4,20,4,4,6,3,11,10,11,1
27,No,Non-Travel,Research & Development,8,Male,1,3,4621,1,19,3,4,4,3,3,2,1,2
55,No,Travel_Frequently,Research & Development,2,Male,3,2,10976,3,18,3,2,4,3,3,2,1,2
28,No,Travel_Rarely,Research & Development,10,Female,2,3,3660,3,13,3,4,4,4,8,7,1,7
44,Yes,Travel_Rarely,Human Resources,1,Male,3,1,10482,9,14,3,4,1,3,20,6,3,6
33,No,Travel_Rarely,Research & Development,5,Male,3,4,7119,4,15,3,3,2,3,3,2,1,2
35,Yes,Travel_Rarely,Sales,4,Male,3,1,9582,0,22,4,1,2,3,8,7,4,7
33,Yes,Travel_Frequently,Research & Development,29,Female,2,3,4508,1,22,4,2,4,3,13,7,3,8
28,No,Travel_Rarely,Research & Development,15,Male,1,3,2207,1,16,3,4,5,2,4,2,2,2
34,No,Travel_Frequently,Research & Development,3,Male,2,4,7756,0,17,3,3,1,2,6,2,0,4
37,No,Travel_Rarely,Sales,10,Female,2,4,6694,2,14,3,3,5,3,1,0,0,0
25,Yes,Travel_Rarely,Research & Development,4,Male,1,4,3691,1,15,3,2,3,4,7,7,5,6
26,Yes,Travel_Rarely,Research & Development,21,Male,1,3,2377,1,20,4,3,0,2,1,1,0,0
33,Yes,Travel_Rarely,Research & Development,25,Male,1,2,2313,4,20,4,2,0,3,2,2,2,2
42,No,Travel_Rarely,Research & Development,2,Male,4,1,17665,0,17,3,4,3,3,22,6,13,7
28,Yes,Travel_Frequently,Research & Development,1,Male,1,2,2596,1,15,3,1,2,3,1,0,0,0
50,Yes,Travel_Frequently,Sales,1,Male,2,3,4728,3,14,3,4,4,3,0,0,0,0
33,No,Travel_Frequently,Sales,7,Female,2,2,4302,0,17,3,3,3,3,3,2,0,2
34,No,Non-Travel,Research & Development,3,Male,1,4,2979,3,17,3,4,2,3,0,0,0,0
48,No,Non-Travel,Research & Development,1,Male,4,4,16885,2,22,4,3,3,2,5,4,2,1
45,No,Non-Travel,Sales,9,Female,2,3,5593,1,13,3,4,2,3,15,10,4,12
52,No,Travel_Rarely,Research & Development,7,Male,3,2,10445,7,19,3,4,4,3,8,6,4,0
38,No,Travel_Rarely,Sales,10,Male,3,3,8740,0,14,3,2,2,3,8,7,2,7
29,No,Travel_Rarely,Research & Development,28,Female,1,4,2514,4,22,4,1,1,3,7,5,1,7
28,No,Travel_Rarely,Research & Development,3,Female,3,2,7655,0,17,3,2,3,2,9,7,1,7
46,No,Travel_Rarely,Sales,3,Male,4,3,17465,3,12,3,4,3,3,12,9,4,9
38,No,Travel_Rarely,Sales,2,Male,3,2,7351,7,16,3,3,2,3,1,0,0,0
43,No,Travel_Frequently,Research & Development,27,Female,3,1,10820,8,11,3,3,1,3,8,7,0,1
39,Yes,Travel_Frequently,Research & Development,2,Male,4,4,12169,7,11,3,4,4,3,18,7,11,5
40,No,Travel_Rarely,Research & Development,14,Male,5,3,19626,1,14,3,1,2,4,20,7,4,9
21,No,Travel_Rarely,Research & Development,1,Female,1,2,2070,1,11,3,3,6,4,2,2,2,2
39,No,Non-Travel,Research & Development,9,Male,2,2,6782,9,15,3,3,2,2,5,4,0,3
